dataset,index,target_mode,method,view,fraction,recall,budget,gold,ceiling,origin
vt_h6_c1,20,answer_only,FT_K3,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,20,answer_only,FT_K3,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,21,answer_only,DT_target,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,21,answer_only,DT_target,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,21,answer_only,DT_target,raw,0.2,0.9242424242424242,67,66,1.0,vt_h6_c1_01
vt_h6_c1,21,answer_only,DT_target,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,21,answer_only,DT_target,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,21,answer_only,DT_target,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K1,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K1,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K1,raw,0.2,0.8181818181818182,67,66,1.0,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K1,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K1,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K1,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K3,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K3,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K3,raw,0.2,0.8181818181818182,67,66,1.0,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K3,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K3,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,21,answer_only,FT_K3,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,22,answer_only,DT_target,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,22,answer_only,DT_target,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,22,answer_only,DT_target,raw,0.2,0.9393939393939394,67,66,1.0,vt_h6_c1_01
vt_h6_c1,22,answer_only,DT_target,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,22,answer_only,DT_target,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,22,answer_only,DT_target,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K1,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K1,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K1,raw,0.2,0.8484848484848485,67,66,1.0,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K1,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K1,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K1,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K3,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K3,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K3,raw,0.2,0.8484848484848485,67,66,1.0,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K3,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K3,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,22,answer_only,FT_K3,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,23,answer_only,DT_target,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,23,answer_only,DT_target,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,23,answer_only,DT_target,raw,0.2,0.9090909090909091,67,66,1.0,vt_h6_c1_01
vt_h6_c1,23,answer_only,DT_target,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,23,answer_only,DT_target,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,23,answer_only,DT_target,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K1,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K1,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K1,raw,0.2,0.8484848484848485,67,66,1.0,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K1,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K1,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K1,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K3,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K3,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K3,raw,0.2,0.8484848484848485,67,66,1.0,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K3,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K3,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,23,answer_only,FT_K3,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,24,answer_only,DT_target,raw,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,24,answer_only,DT_target,raw,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,24,answer_only,DT_target,raw,0.2,0.9130434782608695,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,24,answer_only,DT_target,density,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,24,answer_only,DT_target,density,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,24,answer_only,DT_target,density,0.2,0.9710144927536232,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K1,raw,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K1,raw,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K1,raw,0.2,0.8260869565217391,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K1,density,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K1,density,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K1,density,0.2,0.9710144927536232,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K3,raw,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K3,raw,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K3,raw,0.2,0.8115942028985508,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K3,density,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K3,density,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,24,answer_only,FT_K3,density,0.2,0.9710144927536232,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,25,answer_only,DT_target,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,25,answer_only,DT_target,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,25,answer_only,DT_target,raw,0.2,0.90625,66,64,1.0,vt_h6_c1_01
vt_h6_c1,25,answer_only,DT_target,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,25,answer_only,DT_target,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,25,answer_only,DT_target,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K1,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K1,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K1,raw,0.2,0.828125,66,64,1.0,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K1,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K1,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K1,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K3,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K3,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K3,raw,0.2,0.828125,66,64,1.0,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K3,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K3,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,25,answer_only,FT_K3,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,27,answer_only,DT_target,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,27,answer_only,DT_target,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,27,answer_only,DT_target,raw,0.2,0.9090909090909091,67,66,1.0,vt_h6_c1_01
vt_h6_c1,27,answer_only,DT_target,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,27,answer_only,DT_target,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,27,answer_only,DT_target,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K1,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K1,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K1,raw,0.2,0.8181818181818182,67,66,1.0,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K1,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K1,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K1,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K3,raw,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K3,raw,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K3,raw,0.2,0.8181818181818182,67,66,1.0,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K3,density,0.05,0.25757575757575757,17,66,0.25757575757575757,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K3,density,0.1,0.5151515151515151,34,66,0.5151515151515151,vt_h6_c1_01
vt_h6_c1,27,answer_only,FT_K3,density,0.2,1.0,67,66,1.0,vt_h6_c1_01
vt_h6_c1,28,answer_only,DT_target,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,28,answer_only,DT_target,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,28,answer_only,DT_target,raw,0.2,0.8923076923076924,67,65,1.0,vt_h6_c1_01
vt_h6_c1,28,answer_only,DT_target,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,28,answer_only,DT_target,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,28,answer_only,DT_target,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K1,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K1,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K1,raw,0.2,0.8153846153846154,67,65,1.0,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K1,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K1,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K1,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K3,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K3,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K3,raw,0.2,0.8153846153846154,67,65,1.0,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K3,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K3,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,28,answer_only,FT_K3,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,29,answer_only,DT_target,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,29,answer_only,DT_target,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,29,answer_only,DT_target,raw,0.2,0.9538461538461539,67,65,1.0,vt_h6_c1_01
vt_h6_c1,29,answer_only,DT_target,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,29,answer_only,DT_target,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,29,answer_only,DT_target,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K1,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K1,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K1,raw,0.2,0.8461538461538461,67,65,1.0,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K1,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K1,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K1,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K3,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K3,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K3,raw,0.2,0.8461538461538461,67,65,1.0,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K3,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K3,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,29,answer_only,FT_K3,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,30,answer_only,DT_target,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,30,answer_only,DT_target,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,30,answer_only,DT_target,raw,0.2,0.90625,66,64,1.0,vt_h6_c1_01
vt_h6_c1,30,answer_only,DT_target,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,30,answer_only,DT_target,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,30,answer_only,DT_target,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K1,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K1,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K1,raw,0.2,0.875,66,64,1.0,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K1,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K1,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K1,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K3,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K3,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K3,raw,0.2,0.859375,66,64,1.0,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K3,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K3,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,30,answer_only,FT_K3,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,31,answer_only,DT_target,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,31,answer_only,DT_target,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,31,answer_only,DT_target,raw,0.2,0.921875,66,64,1.0,vt_h6_c1_01
vt_h6_c1,31,answer_only,DT_target,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,31,answer_only,DT_target,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,31,answer_only,DT_target,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K1,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K1,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K1,raw,0.2,0.796875,66,64,1.0,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K1,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K1,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K1,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K3,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K3,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K3,raw,0.2,0.796875,66,64,1.0,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K3,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K3,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,31,answer_only,FT_K3,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,32,answer_only,DT_target,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,32,answer_only,DT_target,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,32,answer_only,DT_target,raw,0.2,0.921875,66,64,1.0,vt_h6_c1_01
vt_h6_c1,32,answer_only,DT_target,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,32,answer_only,DT_target,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,32,answer_only,DT_target,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K1,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K1,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K1,raw,0.2,0.828125,66,64,1.0,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K1,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K1,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K1,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K3,raw,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K3,raw,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K3,raw,0.2,0.8125,66,64,1.0,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K3,density,0.05,0.265625,17,64,0.265625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K3,density,0.1,0.515625,33,64,0.515625,vt_h6_c1_01
vt_h6_c1,32,answer_only,FT_K3,density,0.2,1.0,66,64,1.0,vt_h6_c1_01
vt_h6_c1,34,answer_only,DT_target,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,34,answer_only,DT_target,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,34,answer_only,DT_target,raw,0.2,0.9384615384615385,67,65,1.0,vt_h6_c1_01
vt_h6_c1,34,answer_only,DT_target,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,34,answer_only,DT_target,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,34,answer_only,DT_target,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K1,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K1,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K1,raw,0.2,0.8153846153846154,67,65,1.0,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K1,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K1,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K1,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K3,raw,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K3,raw,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K3,raw,0.2,0.8153846153846154,67,65,1.0,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K3,density,0.05,0.26153846153846155,17,65,0.26153846153846155,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K3,density,0.1,0.5230769230769231,34,65,0.5230769230769231,vt_h6_c1_01
vt_h6_c1,34,answer_only,FT_K3,density,0.2,1.0,67,65,1.0,vt_h6_c1_01
vt_h6_c1,35,answer_only,DT_target,raw,0.05,0.2537313432835821,17,67,0.2537313432835821,vt_h6_c1_01
vt_h6_c1,35,answer_only,DT_target,raw,0.1,0.5074626865671642,34,67,0.5074626865671642,vt_h6_c1_01
vt_h6_c1,35,answer_only,DT_target,raw,0.2,0.9402985074626866,67,67,1.0,vt_h6_c1_01
vt_h6_c1,35,answer_only,DT_target,density,0.05,0.2537313432835821,17,67,0.2537313432835821,vt_h6_c1_01
vt_h6_c1,35,answer_only,DT_target,density,0.1,0.5074626865671642,34,67,0.5074626865671642,vt_h6_c1_01
vt_h6_c1,35,answer_only,DT_target,density,0.2,1.0,67,67,1.0,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K1,raw,0.05,0.2537313432835821,17,67,0.2537313432835821,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K1,raw,0.1,0.5074626865671642,34,67,0.5074626865671642,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K1,raw,0.2,0.8208955223880597,67,67,1.0,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K1,density,0.05,0.2537313432835821,17,67,0.2537313432835821,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K1,density,0.1,0.5074626865671642,34,67,0.5074626865671642,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K1,density,0.2,1.0,67,67,1.0,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K3,raw,0.05,0.2537313432835821,17,67,0.2537313432835821,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K3,raw,0.1,0.5074626865671642,34,67,0.5074626865671642,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K3,raw,0.2,0.8208955223880597,67,67,1.0,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K3,density,0.05,0.2537313432835821,17,67,0.2537313432835821,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K3,density,0.1,0.5074626865671642,34,67,0.5074626865671642,vt_h6_c1_01
vt_h6_c1,35,answer_only,FT_K3,density,0.2,1.0,67,67,1.0,vt_h6_c1_01
vt_h6_c1,37,answer_only,DT_target,raw,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,37,answer_only,DT_target,raw,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,37,answer_only,DT_target,raw,0.2,0.927536231884058,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,37,answer_only,DT_target,density,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,37,answer_only,DT_target,density,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
vt_h6_c1,37,answer_only,DT_target,density,0.2,0.9710144927536232,67,69,0.9710144927536232,vt_h6_c1_01
vt_h6_c1,37,answer_only,FT_K1,raw,0.05,0.2463768115942029,17,69,0.2463768115942029,vt_h6_c1_01
vt_h6_c1,37,answer_only,FT_K1,raw,0.1,0.4927536231884058,34,69,0.4927536231884058,vt_h6_c1_01
