model,dataset,index,method,profile,complete_support,budget_fraction,budget_unit,budget_tokens,spent_tokens,selected_sentences,supporting_facts_hit,gold_supporting_facts,pooling,target_mode,input_sha256,source_group,source_sha256
qwen3,hotpotqa_long,32,FT_K1,FT_K1,1,0.3,all_body_tokens,358,340,7,3,3,positive_sum,full,76ffafbf0f199021b5b3af908891e9dde71b6a395a84267b760e14adddeecafe,symmetric_full_retest,8e434abf08866eaa11c7b995ba8c555f0afe9e37e64142aa09011e0650a117af
qwen3,hotpotqa_long,33,FT_K1,FT_K1,0,0.3,all_body_tokens,329,325,6,2,3,positive_sum,full,e6f593041274d1f4154e4591f5b9eb42a7bebe8174eae514b91d2bedb4f4a0e8,symmetric_full_retest,2f1405513e62fc465872d05c25a0f522f83693eb657e38a94189fd2ade0f3ef4
qwen3,hotpotqa_long,34,FT_K1,FT_K1,1,0.3,all_body_tokens,311,298,9,2,2,positive_sum,full,340be160ce2cd4d8286e37b9443566e8b18b13f4e32aba2b52686e0e470288c3,symmetric_full_retest,8b26a3140c59f435adeb7e859fa3793530f5647c1550bf6b0c89a0f15d2b2341
qwen3,hotpotqa_long,35,FT_K1,FT_K1,1,0.3,all_body_tokens,363,315,10,3,3,positive_sum,full,f1fb5057c13357e03ef2375b6d9b6f009d981ff4da28ca64a04f43bf48d39015,symmetric_full_retest,f20f0edcd4482ef4ca7e2f739b3ba75489c109c9e38e8e1df679b50c9fefbd3a
qwen3,hotpotqa_long,36,FT_K1,FT_K1,1,0.3,all_body_tokens,464,425,14,2,2,positive_sum,full,86cfe7c38ec1278df15d09960429b3658e0d499a4d7b282af52f2a4ab83b678f,symmetric_full_retest,5029b2d595c2162e64681434ab53268e04b1a488c682393a6a57544ce97fd182
qwen3,hotpotqa_long,37,FT_K1,FT_K1,1,0.3,all_body_tokens,355,327,8,2,2,positive_sum,full,1b6ba36ac201f44ee981735184f12476de54ea643c31415fab289b4409988237,symmetric_full_retest,c5f1c34650838fbc22494e206dd5e0667e57cdc71a891590176b42bf6ca12206
qwen3,hotpotqa_long,38,FT_K1,FT_K1,1,0.3,all_body_tokens,391,350,9,2,2,positive_sum,full,b60166fabe4615da88ad723e73938b60f3e3586f06bf7c17349a5c02a1379fb0,symmetric_full_retest,8dfc722d3f290c28a0ad051bcd3fbf448c05753f865c4ba41632a7dd50e83be3
qwen3,hotpotqa_long,39,FT_K1,FT_K1,0,0.3,all_body_tokens,216,144,3,1,2,positive_sum,full,55860e03ba5c1d2fe949816f0090eb55ec372d3fa9dd09760260b4fe8dc09a3c,symmetric_full_retest,c3f21e0680f9eb93201e19c069d5f9c2784a617e05109bce0a32e2ae15bc8b04
qwen3,hotpotqa_long,40,FT_K1,FT_K1,0,0.3,all_body_tokens,422,393,12,3,4,positive_sum,full,8b8844204fdbbe2ff066bda485b9f5d85f5786d3eb85f695ec03cf36a1fbc77e,symmetric_full_retest,fdeb25ff10a62897b716234d31205296857bb8d7108b1580d3f1a23c3ae144ca
qwen3,hotpotqa_long,41,FT_K1,FT_K1,0,0.3,all_body_tokens,266,237,8,3,4,positive_sum,full,4d905f80d261d539feb4127bf63a94bc152f09b85b4470515f75f339fd2aad5c,symmetric_full_retest,d734195cbc99e9cce15cde2429dddbdcd65f32599b4c31e93df9271c5c44d266
qwen3,hotpotqa_long,42,FT_K1,FT_K1,1,0.3,all_body_tokens,394,316,7,2,2,positive_sum,full,18e337d932c0fe10be624a3161ec292cd30bd8fb735e49094bded6e95513e44b,symmetric_full_retest,43c37906625d8f2e137d5b8e0bc0a7e436226f45391f5f14ffa48a939ab1e109
qwen3,hotpotqa_long,43,FT_K1,FT_K1,1,0.3,all_body_tokens,378,339,8,3,3,positive_sum,full,569ada0572ca691e6c8cff1ae2fba589f7705a164f8a8099e35446d6ce97302a,symmetric_full_retest,b7e532799d7f174eef89ae66b9be2a75ea43d7caf6b74037779a988511ba0dd0
qwen3,hotpotqa_long,44,FT_K1,FT_K1,1,0.3,all_body_tokens,250,223,8,3,3,positive_sum,full,52b633c7cf91c35f0802927301cccb70e02d080e5b8a4eb819d7a23eb2300f22,symmetric_full_retest,fa4a867c508fd5306a23c454707d93c27c41c1f5580671ef25a4272a8f86731e
qwen3,hotpotqa_long,45,FT_K1,FT_K1,1,0.3,all_body_tokens,551,515,9,2,2,positive_sum,full,fbc542468e24eb293a05c6735e658f95a2b6633394b44a74534b10d3f1d1090b,symmetric_full_retest,7e0829f65204a8aaa711cdbcbffa2797a0710af2c9096e16d6378a3a92695935
qwen3,hotpotqa_long,46,FT_K1,FT_K1,0,0.3,all_body_tokens,398,381,8,1,2,positive_sum,full,fd87b887094d88002efc94dfbca08e35fdb72509347fca562ecb6bdba9649408,symmetric_full_retest,2cef7c568f8da743bd65b78c57f8fb9c548396951a637294ae9474178fcb6676
qwen3,hotpotqa_long,47,FT_K1,FT_K1,0,0.3,all_body_tokens,265,246,7,2,3,positive_sum,full,57a10ed31a5f23710adfccd00d7a1ea1392d9b8bd5abae692e2dc57d03f8e295,symmetric_full_retest,c8e413078088225bf08f0b0e3384e22e159d701bbd07419971d166173a219299
qwen3,hotpotqa_long,0,Perturbation,primary_target_sum,1,0.3,all_body_tokens,865,849,16,2,2,positive_sum,full,5c7082704d4e93a321fc731fd67da47442fb04fc8f347e2b23813f28cae37c49,all_baselines_20260910,a36f11ffa919585b3bf25700f3bea3fab07748b1f0b6406e974d6078d546e7bb
qwen3,hotpotqa_long,1,Perturbation,primary_target_sum,0,0.3,all_body_tokens,349,331,11,1,3,positive_sum,full,ee831b70d0620fa6da383ddfc30ac6be445c4c3432af087302b5731e64f259a3,all_baselines_20260910,f2b878d344039467b46779e52d2bed1af03b7425a63242461c50edfe6368018b
qwen3,hotpotqa_long,2,Perturbation,primary_target_sum,0,0.3,all_body_tokens,355,340,9,1,3,positive_sum,full,0bf5f0afce644fca614c061e4222c6ef9a3df5dcd165949b86c2c8c070a441f1,all_baselines_20260910,3ec53fd5c4fe374980d5eff998b1e2cdc7025de3f4053f6dc2a945bb839ece64
qwen3,hotpotqa_long,3,Perturbation,primary_target_sum,0,0.3,all_body_tokens,284,257,9,1,2,positive_sum,full,5ef5a8b7d5f9f8663f0710d9977bd3f4fb4e77433b27e4ce4f42034819c9d06f,all_baselines_20260910,ce506df335c7e9a11387fb4d118a761418d2189c00d320460701e89a00a6fb68
qwen3,hotpotqa_long,4,Perturbation,primary_target_sum,1,0.3,all_body_tokens,356,348,10,3,3,positive_sum,full,c40c902d0794983fe6fdd350267594a796ca56f9025d59f3cd4cb0c2bd5b7192,all_baselines_20260910,5b38731e48ce0c9180e6fb7c8dc8c11d393db170c8cb189067d42df7127637c5
qwen3,hotpotqa_long,5,Perturbation,primary_target_sum,0,0.3,all_body_tokens,525,524,16,2,3,positive_sum,full,119145def7cf40122190971427e159b55222f88f75367d933850edf949f0b239,all_baselines_20260910,37a819a00dd467e9946334761f4a6839648a7aa8f782cc2039ddd2fe3b788758
qwen3,hotpotqa_long,6,Perturbation,primary_target_sum,1,0.3,all_body_tokens,375,342,11,2,2,positive_sum,full,ecab5af27e55b0a167280f460cb8b8e1fd5d10c12dd239b79fa1f548e61067db,all_baselines_20260910,9a54710ad1003eedcc9a5f0edbf4cd87687e3d146918a01fe8fcede457d86300
qwen3,hotpotqa_long,7,Perturbation,primary_target_sum,1,0.3,all_body_tokens,310,303,6,2,2,positive_sum,full,75b50ad20cec84944c262de9b75fa536a6d4d6c0ea93edb0aea1fc2480c92315,all_baselines_20260910,d1b3b8d3685dcbeee9a4bbd31cca372b2a8efdb7daad30c7096b32c71ae981b7
qwen3,hotpotqa_long,8,Perturbation,primary_target_sum,0,0.3,all_body_tokens,212,204,9,3,4,positive_sum,full,e3379b9b3929d623474f43a7124091f595fa110c7b34485e879d2a379f681ec7,all_baselines_20260910,2d8cce56ecd58eb8d675397c407509691facdf9ae3ed39b061a7b06f70f1afff
qwen3,hotpotqa_long,9,Perturbation,primary_target_sum,1,0.3,all_body_tokens,293,277,9,4,4,positive_sum,full,02fe29e4077b4756c9fc784faf459747bd5d17482ab2579435835328c229de8c,all_baselines_20260910,6a1be536e6d9231b37bed1210f46036bd3fb570d7c0fe15f8c9540778c2aee37
qwen3,hotpotqa_long,10,Perturbation,primary_target_sum,0,0.3,all_body_tokens,387,374,8,2,4,positive_sum,full,bcb0ffc3da98e02b8456809a8cd349cbbcabe88e14fd251a737a3ef42af69a5e,all_baselines_20260910,1f989b94970c6ea9ae0a05c135789092cb737bddaeccafb130b4f24dc71101cd
qwen3,hotpotqa_long,11,Perturbation,primary_target_sum,0,0.3,all_body_tokens,259,217,4,1,2,positive_sum,full,945e5716021f5886cc77f6f677956219f8d3c43cc3520c2bcb8e052b00d31ccb,all_baselines_20260910,1c8149df4945451882a1ed38dda4d89e47f06e244f9b2fbb918a32ce88f0504c
qwen3,hotpotqa_long,12,Perturbation,primary_target_sum,0,0.3,all_body_tokens,571,534,11,1,2,positive_sum,full,6e8b504cb97eaff570d1906a89713ba36449d1082a4c6e1183f352eec41e10fc,all_baselines_20260910,430d0b6fd74a64b2692946dd3d2e017bd7c2cf2f5a7be6eba5e74b01014a2a7a
qwen3,hotpotqa_long,13,Perturbation,primary_target_sum,0,0.3,all_body_tokens,520,477,8,1,2,positive_sum,full,87624a6d65f946be43a2bfec7ab7bad17aa1ddd9eda8cd716d7ffdb3a59cd703,all_baselines_20260910,5f5177d15dd22194aaba61b51febab0788b21e2d79da857ffbd6ac37dea821a9
qwen3,hotpotqa_long,14,Perturbation,primary_target_sum,1,0.3,all_body_tokens,400,388,8,2,2,positive_sum,full,78c72d6a4c42c09d96cc88d403de3480d2f2ae59151152fdd4e238847425f355,all_baselines_20260910,51aa6c2ca4bb617fe6e2270fc386128370a21a092252a71d76262c13d1ddb8ba
qwen3,hotpotqa_long,15,Perturbation,primary_target_sum,0,0.3,all_body_tokens,374,350,17,3,4,positive_sum,full,68c910036d86b9d7f594fac1d5aa87892b1c7d587b2e68dc08d9f9d5ffdcb0eb,all_baselines_20260910,6f6dc8dd6159432b4d8fca32ce22fe203246400dbdfedef21156f327d84d8d67
qwen3,hotpotqa_long,16,Perturbation,primary_target_sum,0,0.3,all_body_tokens,292,243,7,1,2,positive_sum,full,825cfcdeb81643333615dfbce9375075c21a4a6a836c5306f0b6f484eb0590a1,all_baselines_20260910,bb7b6501a4a4901bd9784368276c693f20a7382ff68b1c9c5a0c004bc2bddf9a
qwen3,hotpotqa_long,17,Perturbation,primary_target_sum,0,0.3,all_body_tokens,280,273,7,1,2,positive_sum,full,4512de494a2abd0f5e92812727aad6a95e932d015cc0dabc029b228c81b56a62,all_baselines_20260910,5d7e71fb60fc94150c92ee3150a6cfe4ce7dce90292046055b0d06e52b659901
qwen3,hotpotqa_long,18,Perturbation,primary_target_sum,1,0.3,all_body_tokens,403,386,10,2,2,positive_sum,full,a0ddb2cfbdb92aa027ca2b4ed5189b4d5e2ba7e2874d049691f7699214b1c6c1,all_baselines_20260910,b7b591ee7f75c1305102cf2076c19ef051ba8d262d3f8b12ae949aada8c0e6a5
qwen3,hotpotqa_long,19,Perturbation,primary_target_sum,1,0.3,all_body_tokens,282,280,7,2,2,positive_sum,full,ee5e0cc6c3329fdb3aae643eec6be2e57e71b7ba1944711b3e005099ec67965e,all_baselines_20260910,e766af6c6b5d2d653897454ae6ce311e1957d014fb712494e9cfd090fba5a4c5
qwen3,hotpotqa_long,20,Perturbation,primary_target_sum,0,0.3,all_body_tokens,343,331,12,1,2,positive_sum,full,814d68821bb4fa0befde40282c156f7e30d41934150a18a644f44243cb8626f8,all_baselines_20260910,3f125ba1ede2cb93ceded11a44ace4ca03240d0c67d72ea047249474a866d32a
qwen3,hotpotqa_long,21,Perturbation,primary_target_sum,0,0.3,all_body_tokens,438,388,9,0,2,positive_sum,full,0122bd8f00ec97deab09e94006f707cd17ea65af61abc12cc2791f230613d159,all_baselines_20260910,084ee9bdc06e631181ed5599d916a97267ccda50a0d4a73fb5e1c74e07b0f937
qwen3,hotpotqa_long,22,Perturbation,primary_target_sum,1,0.3,all_body_tokens,960,944,24,2,2,positive_sum,full,152982a618e2afd6d9ca5f5b5684dc7f992f51805705fff1959ddc3c93ddc722,all_baselines_20260910,84113d3b88e7a8eefff065caa0e8b65b837f7e149d8b1e7183a2d5136e8d64b3
qwen3,hotpotqa_long,23,Perturbation,primary_target_sum,1,0.3,all_body_tokens,402,402,11,3,3,positive_sum,full,160db6bf69d5c4d966b0c27083841c36334f4f4bfc00c92eabeb23df479b6aa4,all_baselines_20260910,bc88e46a4ab4d5ffbfbcabae24b6ab51c06950774cbe193030c658d4cf8ef721
qwen3,hotpotqa_long,24,Perturbation,primary_target_sum,1,0.3,all_body_tokens,355,349,11,3,3,positive_sum,full,e2ce8f9cf6beedc79e112fbb3f82407af37a139bf56a02519f8510f14bf04f10,all_baselines_20260910,b8b351d3c484bdfae699a143c1559dfffe146a241f24bba8e962a33f5ab64ae7
qwen3,hotpotqa_long,25,Perturbation,primary_target_sum,0,0.3,all_body_tokens,532,504,11,2,4,positive_sum,full,e4e012f3f682d31dc9f21841ca4b4276f69aa1b2de29adce1e789ece7329ed23,all_baselines_20260910,b848fe9920e7818998ee76f35735f24d5e6cfcdca21b4e7ba0be451cb868dc21
qwen3,hotpotqa_long,26,Perturbation,primary_target_sum,0,0.3,all_body_tokens,318,304,8,1,2,positive_sum,full,2e0ca85919df0d6cafad5851892bbc3d9c93e0731b529e7376c6b4050bb026af,all_baselines_20260910,0dc477aab99ad76dfa875f632f6d211fbda5377a2de572d012de0af040619678
qwen3,hotpotqa_long,27,Perturbation,primary_target_sum,1,0.3,all_body_tokens,516,502,18,2,2,positive_sum,full,1d5960dd30cbe98ef3f4df3e05e0f1822398fcd20a387266f4a6f0ed61f4c176,all_baselines_20260910,7b77f8e35757d35cfa64eaa3e2bf13333de097e7b57765022901eae2303fe5be
qwen3,hotpotqa_long,28,Perturbation,primary_target_sum,0,0.3,all_body_tokens,287,267,9,2,3,positive_sum,full,b234519ffccd66b1b5e2ad621fbc2eb6e382edc9da6909aff7ba1b6d9cc1bc37,all_baselines_20260910,449927260f4fcb221038dc596401389c0248529a3fc18aad97ec7c19a1b0087a
qwen3,hotpotqa_long,29,Perturbation,primary_target_sum,0,0.3,all_body_tokens,269,266,5,0,3,positive_sum,full,12d3bde4e0fef477b5b8fce49cb780e0c93f89732f28740ef30b2c2d6b34fc43,all_baselines_20260910,7bec0c7d93e6f31d241bfd507d573402d1e1cc776688890c44086dcbb9498e18
qwen3,hotpotqa_long,30,Perturbation,primary_target_sum,0,0.3,all_body_tokens,384,373,10,1,2,positive_sum,full,f858f94965df80eba503f062686f51cbac22fc8e8bcea3594719f16f1fb6cbbb,all_baselines_20260910,0e93466c6068b328432b5b7c57d557a95cf70dc14271a4ef39242490147b00a7
qwen3,hotpotqa_long,31,Perturbation,primary_target_sum,0,0.3,all_body_tokens,539,523,13,0,2,positive_sum,full,8c688b99546286876a5a929a243a9a5d950fcfa99428a826728211dc4eedd770,all_baselines_20260910,97d8a735a8370adaec755956f91a68f8b393e19533f5c2c5ba6e9427d5cde65a
qwen3,hotpotqa_long,32,Perturbation,primary_target_sum,0,0.3,all_body_tokens,358,336,7,2,3,positive_sum,full,76ffafbf0f199021b5b3af908891e9dde71b6a395a84267b760e14adddeecafe,all_baselines_20260910,641dcc6ebd7bf177d94b3b1ef7a3a9dfaf1de4585d0b7bbd78b0c1a95f0260c3
qwen3,hotpotqa_long,33,Perturbation,primary_target_sum,0,0.3,all_body_tokens,329,299,7,1,3,positive_sum,full,e6f593041274d1f4154e4591f5b9eb42a7bebe8174eae514b91d2bedb4f4a0e8,all_baselines_20260910,4bbfb24cfedaeb6bd63a9333cffc52321c56b662d513c1d51844d2268c7de5d7
qwen3,hotpotqa_long,34,Perturbation,primary_target_sum,0,0.3,all_body_tokens,311,307,11,1,2,positive_sum,full,340be160ce2cd4d8286e37b9443566e8b18b13f4e32aba2b52686e0e470288c3,all_baselines_20260910,53f12181b21433b48f8c9c9ffdf69df7a68f5f259b05eca955f22d91face2162
qwen3,hotpotqa_long,35,Perturbation,primary_target_sum,1,0.3,all_body_tokens,363,309,15,3,3,positive_sum,full,f1fb5057c13357e03ef2375b6d9b6f009d981ff4da28ca64a04f43bf48d39015,all_baselines_20260910,a830ee60003d2ea0ee6e42749f731bfd74830cef8e1255b4a535702fdabdd2bc
qwen3,hotpotqa_long,36,Perturbation,primary_target_sum,1,0.3,all_body_tokens,464,464,15,2,2,positive_sum,full,86cfe7c38ec1278df15d09960429b3658e0d499a4d7b282af52f2a4ab83b678f,all_baselines_20260910,c18a01a92237ece01b45bcfc4c349a9d9c12e61d0106907e5ff379cb19762050
qwen3,hotpotqa_long,37,Perturbation,primary_target_sum,0,0.3,all_body_tokens,355,348,8,1,2,positive_sum,full,1b6ba36ac201f44ee981735184f12476de54ea643c31415fab289b4409988237,all_baselines_20260910,8a564c861198ddf8bf09df6184bf76d1a68f7c9a1d8d1a7998beef95faab7a78
qwen3,hotpotqa_long,38,Perturbation,primary_target_sum,1,0.3,all_body_tokens,391,389,11,2,2,positive_sum,full,b60166fabe4615da88ad723e73938b60f3e3586f06bf7c17349a5c02a1379fb0,all_baselines_20260910,f82ea3239527cb0ca3f1a6cb6e9301c7fc0cafd0d1af37ddab00336b9cfa10c7
qwen3,hotpotqa_long,39,Perturbation,primary_target_sum,0,0.3,all_body_tokens,216,132,2,1,2,positive_sum,full,55860e03ba5c1d2fe949816f0090eb55ec372d3fa9dd09760260b4fe8dc09a3c,all_baselines_20260910,6bf598a5fedfef1d2d5e0c29afc879c5ba6f2b6d7b66773b794733722ab9ca30
qwen3,hotpotqa_long,40,Perturbation,primary_target_sum,1,0.3,all_body_tokens,422,403,11,4,4,positive_sum,full,8b8844204fdbbe2ff066bda485b9f5d85f5786d3eb85f695ec03cf36a1fbc77e,all_baselines_20260910,83b32b10791d601d0215627208f2678aad741a27c32ec4968feb7f0b6f959fc9
qwen3,hotpotqa_long,41,Perturbation,primary_target_sum,0,0.3,all_body_tokens,266,254,9,3,4,positive_sum,full,4d905f80d261d539feb4127bf63a94bc152f09b85b4470515f75f339fd2aad5c,all_baselines_20260910,ad2bdbef06b54d4f1c8e0ceacd82364d328ac275612036823b542bd961120785
qwen3,hotpotqa_long,42,Perturbation,primary_target_sum,0,0.3,all_body_tokens,394,375,8,0,2,positive_sum,full,18e337d932c0fe10be624a3161ec292cd30bd8fb735e49094bded6e95513e44b,all_baselines_20260910,f51ba5703154dea0f397a6419479e6977b0376e25caf953921e45f3c7565fb03
qwen3,hotpotqa_long,43,Perturbation,primary_target_sum,0,0.3,all_body_tokens,378,360,9,2,3,positive_sum,full,569ada0572ca691e6c8cff1ae2fba589f7705a164f8a8099e35446d6ce97302a,all_baselines_20260910,ca3b9065b8baa9503060b93d2af6618e81c40b17a383340f7f9e4c0c96075ed3
qwen3,hotpotqa_long,44,Perturbation,primary_target_sum,0,0.3,all_body_tokens,250,238,9,2,3,positive_sum,full,52b633c7cf91c35f0802927301cccb70e02d080e5b8a4eb819d7a23eb2300f22,all_baselines_20260910,e5f89c368d4aadef608b74bf193064ab3710cc4f216f2524e0258c13371426eb
qwen3,hotpotqa_long,45,Perturbation,primary_target_sum,0,0.3,all_body_tokens,551,528,10,1,2,positive_sum,full,fbc542468e24eb293a05c6735e658f95a2b6633394b44a74534b10d3f1d1090b,all_baselines_20260910,8603cb486cec83a1665fc48edee2a91abeccd1c73f93b7e52be385d29e8c35df
qwen3,hotpotqa_long,46,Perturbation,primary_target_sum,0,0.3,all_body_tokens,398,386,11,1,2,positive_sum,full,fd87b887094d88002efc94dfbca08e35fdb72509347fca562ecb6bdba9649408,all_baselines_20260910,0fc453c5a8cd935fceca505330ac9fe0dd6e71064a79c1fb74fefab2cf511f86
qwen3,hotpotqa_long,47,Perturbation,primary_target_sum,1,0.3,all_body_tokens,265,253,8,3,3,positive_sum,full,57a10ed31a5f23710adfccd00d7a1ea1392d9b8bd5abae692e2dc57d03f8e295,all_baselines_20260910,e9f34d5f0acf015173f72bc654fe4f7761602036a7a0bea3c511d3b7f7f2c7dd
qwen3,hotpotqa_long,0,REAGENT,primary_target_sum,1,0.3,all_body_tokens,865,862,17,2,2,positive_sum,full,5c7082704d4e93a321fc731fd67da47442fb04fc8f347e2b23813f28cae37c49,all_baselines_20260910,51788ba7b2ade63681af1ecae65936bc763ee4c01302f021647b6aa0d3342c44
qwen3,hotpotqa_long,1,REAGENT,primary_target_sum,1,0.3,all_body_tokens,349,325,14,3,3,positive_sum,full,ee831b70d0620fa6da383ddfc30ac6be445c4c3432af087302b5731e64f259a3,all_baselines_20260910,dccf6740a6eea189712361ae0f9912b864f8c3c5c4b55f194c5122e795dad98f
qwen3,hotpotqa_long,2,REAGENT,primary_target_sum,0,0.3,all_body_tokens,355,340,8,1,3,positive_sum,full,0bf5f0afce644fca614c061e4222c6ef9a3df5dcd165949b86c2c8c070a441f1,all_baselines_20260910,f3343da89f17100cde2cb93a737ba686c7c99da039846cffe71060ed0e80494a
qwen3,hotpotqa_long,3,REAGENT,primary_target_sum,0,0.3,all_body_tokens,284,271,8,1,2,positive_sum,full,5ef5a8b7d5f9f8663f0710d9977bd3f4fb4e77433b27e4ce4f42034819c9d06f,all_baselines_20260910,c748f1238c8bc31cb46b84cbf437815a1ddcc53fbcbd10e3ec8259782dd311aa
qwen3,hotpotqa_long,4,REAGENT,primary_target_sum,1,0.3,all_body_tokens,356,348,10,3,3,positive_sum,full,c40c902d0794983fe6fdd350267594a796ca56f9025d59f3cd4cb0c2bd5b7192,all_baselines_20260910,216226775204e0b57fce51bccaa84bf99277994309f6256481ca5477eb208bfb
qwen3,hotpotqa_long,5,REAGENT,primary_target_sum,0,0.3,all_body_tokens,525,515,17,1,3,positive_sum,full,119145def7cf40122190971427e159b55222f88f75367d933850edf949f0b239,all_baselines_20260910,1ff054ce68e67212ea99c7e64911cf7dfc7fa1a261032d72bd594ebaa78c37c3
qwen3,hotpotqa_long,6,REAGENT,primary_target_sum,0,0.3,all_body_tokens,375,365,10,1,2,positive_sum,full,ecab5af27e55b0a167280f460cb8b8e1fd5d10c12dd239b79fa1f548e61067db,all_baselines_20260910,5caaa6386a3227fd7ba163ecd100d092c9ade159981665d2a755a08792023838
qwen3,hotpotqa_long,7,REAGENT,primary_target_sum,0,0.3,all_body_tokens,310,305,5,1,2,positive_sum,full,75b50ad20cec84944c262de9b75fa536a6d4d6c0ea93edb0aea1fc2480c92315,all_baselines_20260910,d765a08310a89bbf66f6dbba278bccdfe299fb42caf1b66200ce00b009c8f123
qwen3,hotpotqa_long,8,REAGENT,primary_target_sum,0,0.3,all_body_tokens,212,179,7,1,4,positive_sum,full,e3379b9b3929d623474f43a7124091f595fa110c7b34485e879d2a379f681ec7,all_baselines_20260910,5404a7f46427caf31b664628dc5a501d1da7145c985b45e200dc8d2c24b60f06
qwen3,hotpotqa_long,9,REAGENT,primary_target_sum,1,0.3,all_body_tokens,293,292,9,4,4,positive_sum,full,02fe29e4077b4756c9fc784faf459747bd5d17482ab2579435835328c229de8c,all_baselines_20260910,292f39612cbd5eec5dfb66fa60048fa65fc356071d07aaa757c33ab085dcab05
qwen3,hotpotqa_long,10,REAGENT,primary_target_sum,0,0.3,all_body_tokens,387,373,8,3,4,positive_sum,full,bcb0ffc3da98e02b8456809a8cd349cbbcabe88e14fd251a737a3ef42af69a5e,all_baselines_20260910,2a83125f074012f6be6ad0bbe7a0fabcfd5e441b7ea14b16819cfe6ed73ec5f3
qwen3,hotpotqa_long,11,REAGENT,primary_target_sum,0,0.3,all_body_tokens,259,223,6,1,2,positive_sum,full,945e5716021f5886cc77f6f677956219f8d3c43cc3520c2bcb8e052b00d31ccb,all_baselines_20260910,81286a3ac1c3b4061ece9c5603930310a4f082c63d6c093a975df265baad186b
qwen3,hotpotqa_long,12,REAGENT,primary_target_sum,0,0.3,all_body_tokens,571,554,12,1,2,positive_sum,full,6e8b504cb97eaff570d1906a89713ba36449d1082a4c6e1183f352eec41e10fc,all_baselines_20260910,efcc5d5aba8bcdbeb2cae077e657f20224985bf40ac33fd41f2cd260fb5345a3
qwen3,hotpotqa_long,13,REAGENT,primary_target_sum,0,0.3,all_body_tokens,520,517,10,1,2,positive_sum,full,87624a6d65f946be43a2bfec7ab7bad17aa1ddd9eda8cd716d7ffdb3a59cd703,all_baselines_20260910,3a1323892e7e0fc5915ed663db158429f60aa3191e67fcf0a2e77b2d6fce6e68
qwen3,hotpotqa_long,14,REAGENT,primary_target_sum,1,0.3,all_body_tokens,400,349,8,2,2,positive_sum,full,78c72d6a4c42c09d96cc88d403de3480d2f2ae59151152fdd4e238847425f355,all_baselines_20260910,715fc9350a66c8fabd856ed171e3763daf83a14e5eadaf7c3e38a1dc9fea5728
qwen3,hotpotqa_long,15,REAGENT,primary_target_sum,0,0.3,all_body_tokens,374,359,13,3,4,positive_sum,full,68c910036d86b9d7f594fac1d5aa87892b1c7d587b2e68dc08d9f9d5ffdcb0eb,all_baselines_20260910,1b9b42e43d79e73278ea8b4a484e8161cc6ff589eced6b7a3fb795c5fc05e0ea
qwen3,hotpotqa_long,16,REAGENT,primary_target_sum,0,0.3,all_body_tokens,292,281,8,1,2,positive_sum,full,825cfcdeb81643333615dfbce9375075c21a4a6a836c5306f0b6f484eb0590a1,all_baselines_20260910,f6e49d6f2005894d70a9de24bc8257420457e182fcef4e8d949ac7098fdea1ac
qwen3,hotpotqa_long,17,REAGENT,primary_target_sum,0,0.3,all_body_tokens,280,273,7,1,2,positive_sum,full,4512de494a2abd0f5e92812727aad6a95e932d015cc0dabc029b228c81b56a62,all_baselines_20260910,35f4a596f204677c9cba1ea9099d48bf95329e18d5fd5aa8f867809acfbcc696
qwen3,hotpotqa_long,18,REAGENT,primary_target_sum,1,0.3,all_body_tokens,403,390,11,2,2,positive_sum,full,a0ddb2cfbdb92aa027ca2b4ed5189b4d5e2ba7e2874d049691f7699214b1c6c1,all_baselines_20260910,c1d6f03a63cea7acc0cb420eaa0365df37be27b0021bbae9010cba5fd6edba77
qwen3,hotpotqa_long,19,REAGENT,primary_target_sum,1,0.3,all_body_tokens,282,252,6,2,2,positive_sum,full,ee5e0cc6c3329fdb3aae643eec6be2e57e71b7ba1944711b3e005099ec67965e,all_baselines_20260910,0ffb884278e97738a98aa82bca5e75df5f7d1a5df600c25991458a462de81bb3
qwen3,hotpotqa_long,20,REAGENT,primary_target_sum,0,0.3,all_body_tokens,343,329,12,1,2,positive_sum,full,814d68821bb4fa0befde40282c156f7e30d41934150a18a644f44243cb8626f8,all_baselines_20260910,a338277b8832ca34f6948ce019d43d0c290da08b3d99274df534467ecfe11e2e
qwen3,hotpotqa_long,21,REAGENT,primary_target_sum,0,0.3,all_body_tokens,438,419,15,1,2,positive_sum,full,0122bd8f00ec97deab09e94006f707cd17ea65af61abc12cc2791f230613d159,all_baselines_20260910,15319e5515d9e09494db7e323ac15b4457ddaf541debaa75a890497ed1340b43
qwen3,hotpotqa_long,22,REAGENT,primary_target_sum,1,0.3,all_body_tokens,960,954,28,2,2,positive_sum,full,152982a618e2afd6d9ca5f5b5684dc7f992f51805705fff1959ddc3c93ddc722,all_baselines_20260910,5fc7bd579877d34317bbdcb45990c11e124c50b057ff6ccf01ea990c2d0779c0
qwen3,hotpotqa_long,23,REAGENT,primary_target_sum,1,0.3,all_body_tokens,402,384,10,3,3,positive_sum,full,160db6bf69d5c4d966b0c27083841c36334f4f4bfc00c92eabeb23df479b6aa4,all_baselines_20260910,643878bf90edf7fe3dfe97161537070841fc03a399fe557b34d2af47c0da7e6e
