dataset,index,method,recall,recall_metric,recall_fraction,recall_budget_unit,recall_target_mode,recall_input_sha256,recovery_attribution_seconds
vt_h4_c1,93,FT_K1,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,fdef139e8ee07f74b68161cd7ed7c838853375283bccffe8ea21f3b3258555db,0.7509045153856277
vt_h4_c1,93,ifr-tokenwise,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,fdef139e8ee07f74b68161cd7ed7c838853375283bccffe8ea21f3b3258555db,5.058160964399576
vt_h4_c1,93,FT_K3,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,fdef139e8ee07f74b68161cd7ed7c838853375283bccffe8ea21f3b3258555db,1.0968225076794624
vt_h4_c1,94,DT,0.6470588235294118,token_recall,0.1,eligible_body_tokens,answer_only,505de49e8aeb9591d986efdbab650f562026e771873a4c07353c9872dacb3e82,1.2528380006551743
vt_h4_c1,94,FT_K1,0.6470588235294118,token_recall,0.1,eligible_body_tokens,answer_only,505de49e8aeb9591d986efdbab650f562026e771873a4c07353c9872dacb3e82,0.7781394124031067
vt_h4_c1,94,ifr-tokenwise,0.6470588235294118,token_recall,0.1,eligible_body_tokens,answer_only,505de49e8aeb9591d986efdbab650f562026e771873a4c07353c9872dacb3e82,5.348933640867472
vt_h4_c1,94,FT_K3,0.6470588235294118,token_recall,0.1,eligible_body_tokens,answer_only,505de49e8aeb9591d986efdbab650f562026e771873a4c07353c9872dacb3e82,18.735376089811325
vt_h4_c1,95,DT,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,819f84eb4e434ed44e01e41113e36b4cdca4f400b4fd2890f3eccb95aa84e861,1.2292368821799755
vt_h4_c1,95,FT_K1,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,819f84eb4e434ed44e01e41113e36b4cdca4f400b4fd2890f3eccb95aa84e861,0.7600936777889729
vt_h4_c1,95,ifr-tokenwise,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,819f84eb4e434ed44e01e41113e36b4cdca4f400b4fd2890f3eccb95aa84e861,5.052384968847036
vt_h4_c1,95,FT_K3,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,819f84eb4e434ed44e01e41113e36b4cdca4f400b4fd2890f3eccb95aa84e861,1.110087439417839
vt_h4_c1,96,DT,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,9a69781b82cfa8f1710b366ec280c79896bad6a7c6d23a9911f56dc20a698833,1.2342026010155678
vt_h4_c1,96,FT_K1,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,9a69781b82cfa8f1710b366ec280c79896bad6a7c6d23a9911f56dc20a698833,0.6724087186157703
vt_h4_c1,96,ifr-tokenwise,0.7272727272727273,token_recall,0.1,eligible_body_tokens,answer_only,9a69781b82cfa8f1710b366ec280c79896bad6a7c6d23a9911f56dc20a698833,4.826700542122126
vt_h4_c1,96,FT_K3,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,9a69781b82cfa8f1710b366ec280c79896bad6a7c6d23a9911f56dc20a698833,1.048036266118288
vt_h4_c1,97,DT,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,dddf848bede20fd3ef0c3d1888ad17da5f42447f1045fe683f103f1f29b0ade2,1.2333444952964783
vt_h4_c1,97,FT_K1,0.6888888888888889,token_recall,0.1,eligible_body_tokens,answer_only,dddf848bede20fd3ef0c3d1888ad17da5f42447f1045fe683f103f1f29b0ade2,0.8567773923277855
vt_h4_c1,97,ifr-tokenwise,0.7333333333333333,token_recall,0.1,eligible_body_tokens,answer_only,dddf848bede20fd3ef0c3d1888ad17da5f42447f1045fe683f103f1f29b0ade2,5.148592036217451
vt_h4_c1,97,FT_K3,0.6888888888888889,token_recall,0.1,eligible_body_tokens,answer_only,dddf848bede20fd3ef0c3d1888ad17da5f42447f1045fe683f103f1f29b0ade2,1.1887749023735523
vt_h4_c1,98,DT,0.7391304347826086,token_recall,0.1,eligible_body_tokens,answer_only,15d3196cebbc74ffd54180c38065af0f0ba5f87b5f8eacc71d79636c01bd9ddb,1.239343073219061
vt_h4_c1,98,FT_K1,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,15d3196cebbc74ffd54180c38065af0f0ba5f87b5f8eacc71d79636c01bd9ddb,0.8472610265016556
vt_h4_c1,98,ifr-tokenwise,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,15d3196cebbc74ffd54180c38065af0f0ba5f87b5f8eacc71d79636c01bd9ddb,5.1326707899570465
vt_h4_c1,98,FT_K3,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,15d3196cebbc74ffd54180c38065af0f0ba5f87b5f8eacc71d79636c01bd9ddb,1.1837493665516376
vt_h4_c1,99,DT,0.7391304347826086,token_recall,0.1,eligible_body_tokens,answer_only,74b6c4e8b7a52565638d0c12243cf8e86fca30ce986ec51e55487f8ee356e1ba,1.2470313757658005
vt_h4_c1,99,FT_K1,0.6739130434782609,token_recall,0.1,eligible_body_tokens,answer_only,74b6c4e8b7a52565638d0c12243cf8e86fca30ce986ec51e55487f8ee356e1ba,0.8829237259924412
vt_h4_c1,99,ifr-tokenwise,0.7391304347826086,token_recall,0.1,eligible_body_tokens,answer_only,74b6c4e8b7a52565638d0c12243cf8e86fca30ce986ec51e55487f8ee356e1ba,5.144548621028662
vt_h4_c1,99,FT_K3,0.6739130434782609,token_recall,0.1,eligible_body_tokens,answer_only,74b6c4e8b7a52565638d0c12243cf8e86fca30ce986ec51e55487f8ee356e1ba,1.2578112110495567
vt_h6_c1,0,DT,0.7619047619047619,token_recall,0.2,eligible_body_tokens,answer_only,d9b6ae8474f7f8435a6c58edc1ca825f72432eededa95475b9b1155787ef12c6,1.2064355909824371
vt_h6_c1,0,FT_K1,0.8253968253968254,token_recall,0.2,eligible_body_tokens,answer_only,d9b6ae8474f7f8435a6c58edc1ca825f72432eededa95475b9b1155787ef12c6,0.8744816146790981
vt_h6_c1,0,ifr-tokenwise,0.8253968253968254,token_recall,0.2,eligible_body_tokens,answer_only,d9b6ae8474f7f8435a6c58edc1ca825f72432eededa95475b9b1155787ef12c6,5.577059980481863
vt_h6_c1,0,FT_K3,0.8253968253968254,token_recall,0.2,eligible_body_tokens,answer_only,d9b6ae8474f7f8435a6c58edc1ca825f72432eededa95475b9b1155787ef12c6,20.135235354304314
vt_h6_c1,1,DT,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,0ce45a061b30b2038a38a13d5c05a163b90a8fee2f6ee968265dd5db0f7a03e5,1.284027960151434
vt_h6_c1,1,FT_K1,0.8484848484848485,token_recall,0.2,eligible_body_tokens,answer_only,0ce45a061b30b2038a38a13d5c05a163b90a8fee2f6ee968265dd5db0f7a03e5,0.7751783169806004
vt_h6_c1,1,ifr-tokenwise,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,0ce45a061b30b2038a38a13d5c05a163b90a8fee2f6ee968265dd5db0f7a03e5,5.740850016474724
vt_h6_c1,1,FT_K3,0.8484848484848485,token_recall,0.2,eligible_body_tokens,answer_only,0ce45a061b30b2038a38a13d5c05a163b90a8fee2f6ee968265dd5db0f7a03e5,1.127598810940981
vt_h6_c1,2,DT,0.84375,token_recall,0.2,eligible_body_tokens,answer_only,db9acaed3a3a26105269b0e17f265eb289a7d5a8310152191153ee31d12954af,1.2531488873064518
vt_h6_c1,2,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,db9acaed3a3a26105269b0e17f265eb289a7d5a8310152191153ee31d12954af,0.8382253274321556
vt_h6_c1,2,ifr-tokenwise,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,db9acaed3a3a26105269b0e17f265eb289a7d5a8310152191153ee31d12954af,5.673424366861582
vt_h6_c1,2,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,db9acaed3a3a26105269b0e17f265eb289a7d5a8310152191153ee31d12954af,1.195026982575655
vt_h6_c1,3,DT,0.7941176470588235,token_recall,0.2,eligible_body_tokens,answer_only,2c2d3d000cbc5ef4fc03621c11746485fe5683cbe7975d0006f3ce7af48b7e7e,1.239093642681837
vt_h6_c1,3,FT_K1,0.8382352941176471,token_recall,0.2,eligible_body_tokens,answer_only,2c2d3d000cbc5ef4fc03621c11746485fe5683cbe7975d0006f3ce7af48b7e7e,0.8409132920205593
vt_h6_c1,3,ifr-tokenwise,0.8088235294117647,token_recall,0.2,eligible_body_tokens,answer_only,2c2d3d000cbc5ef4fc03621c11746485fe5683cbe7975d0006f3ce7af48b7e7e,5.916792668402195
vt_h6_c1,3,FT_K3,0.8382352941176471,token_recall,0.2,eligible_body_tokens,answer_only,2c2d3d000cbc5ef4fc03621c11746485fe5683cbe7975d0006f3ce7af48b7e7e,1.2273567281663418
vt_h6_c1,4,DT,0.78125,token_recall,0.2,eligible_body_tokens,answer_only,fd0deb0521ec80d47dc3f5520c3ba4315971c1d448b602785fe3d3aa9385d63d,1.2040265761315823
vt_h6_c1,4,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,fd0deb0521ec80d47dc3f5520c3ba4315971c1d448b602785fe3d3aa9385d63d,0.8192883767187595
vt_h6_c1,4,ifr-tokenwise,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,fd0deb0521ec80d47dc3f5520c3ba4315971c1d448b602785fe3d3aa9385d63d,5.661915462464094
vt_h6_c1,4,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,fd0deb0521ec80d47dc3f5520c3ba4315971c1d448b602785fe3d3aa9385d63d,1.1600885763764381
vt_h6_c1,5,DT,0.84375,token_recall,0.2,eligible_body_tokens,answer_only,f17e65f4c81315685f70376245ca3e7cbd6acad69be1a0d56b570b0d892c8c6f,1.2213000394403934
vt_h6_c1,5,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,f17e65f4c81315685f70376245ca3e7cbd6acad69be1a0d56b570b0d892c8c6f,0.8152846731245518
vt_h6_c1,5,ifr-tokenwise,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,f17e65f4c81315685f70376245ca3e7cbd6acad69be1a0d56b570b0d892c8c6f,5.659074045717716
vt_h6_c1,5,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,f17e65f4c81315685f70376245ca3e7cbd6acad69be1a0d56b570b0d892c8c6f,1.15956586971879
vt_h6_c1,6,DT,0.8059701492537313,token_recall,0.2,eligible_body_tokens,answer_only,f80143070c2b63f4958414640650193be0e4c72eab1e604b161e4045b86a7a6c,1.2607765011489391
vt_h6_c1,6,FT_K1,0.8059701492537313,token_recall,0.2,eligible_body_tokens,answer_only,f80143070c2b63f4958414640650193be0e4c72eab1e604b161e4045b86a7a6c,0.6915013156831264
vt_h6_c1,6,ifr-tokenwise,0.8208955223880597,token_recall,0.2,eligible_body_tokens,answer_only,f80143070c2b63f4958414640650193be0e4c72eab1e604b161e4045b86a7a6c,5.729812387377024
vt_h6_c1,6,FT_K3,0.8059701492537313,token_recall,0.2,eligible_body_tokens,answer_only,f80143070c2b63f4958414640650193be0e4c72eab1e604b161e4045b86a7a6c,1.0394411869347095
vt_h6_c1,7,DT,0.8059701492537313,token_recall,0.2,eligible_body_tokens,answer_only,316ba36eaa9978da2a178a21175804db8e9ba52d1246d7b64e0f5428254b93a0,1.229386828839779
vt_h6_c1,7,FT_K1,0.835820895522388,token_recall,0.2,eligible_body_tokens,answer_only,316ba36eaa9978da2a178a21175804db8e9ba52d1246d7b64e0f5428254b93a0,0.8618281967937946
vt_h6_c1,7,ifr-tokenwise,0.835820895522388,token_recall,0.2,eligible_body_tokens,answer_only,316ba36eaa9978da2a178a21175804db8e9ba52d1246d7b64e0f5428254b93a0,5.870295528322458
vt_h6_c1,7,FT_K3,0.835820895522388,token_recall,0.2,eligible_body_tokens,answer_only,316ba36eaa9978da2a178a21175804db8e9ba52d1246d7b64e0f5428254b93a0,1.1819691956043243
vt_h6_c1,8,DT,0.803030303030303,token_recall,0.2,eligible_body_tokens,answer_only,dc368cbb32ebb8deee318c2e11ce6db462ba0cf707b7e0d79cf5b7ea3fc9091d,1.2548726759850979
vt_h6_c1,8,FT_K1,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,dc368cbb32ebb8deee318c2e11ce6db462ba0cf707b7e0d79cf5b7ea3fc9091d,0.8462241403758526
vt_h6_c1,8,ifr-tokenwise,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,dc368cbb32ebb8deee318c2e11ce6db462ba0cf707b7e0d79cf5b7ea3fc9091d,5.824432328343391
vt_h6_c1,8,FT_K3,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,dc368cbb32ebb8deee318c2e11ce6db462ba0cf707b7e0d79cf5b7ea3fc9091d,1.2065217904746532
vt_h6_c1,9,DT,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,38a88162a99c301415db3d1cacf15ad3dc67c2144d4f378bf24864b1c0aebf94,1.203616488724947
vt_h6_c1,9,FT_K1,0.859375,token_recall,0.2,eligible_body_tokens,answer_only,38a88162a99c301415db3d1cacf15ad3dc67c2144d4f378bf24864b1c0aebf94,0.8475705720484257
vt_h6_c1,9,ifr-tokenwise,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,38a88162a99c301415db3d1cacf15ad3dc67c2144d4f378bf24864b1c0aebf94,5.660582203418016
vt_h6_c1,9,FT_K3,0.859375,token_recall,0.2,eligible_body_tokens,answer_only,38a88162a99c301415db3d1cacf15ad3dc67c2144d4f378bf24864b1c0aebf94,1.168551068753004
vt_h6_c1,10,DT,0.7868852459016393,token_recall,0.2,eligible_body_tokens,answer_only,f32e506f48ac1952fac3ee66ed59d8daaaf8fde7c45a99400af1231cf9b76bdf,1.209154862910509
vt_h6_c1,10,FT_K1,0.8360655737704918,token_recall,0.2,eligible_body_tokens,answer_only,f32e506f48ac1952fac3ee66ed59d8daaaf8fde7c45a99400af1231cf9b76bdf,0.640399694442749
vt_h6_c1,10,ifr-tokenwise,0.8032786885245902,token_recall,0.2,eligible_body_tokens,answer_only,f32e506f48ac1952fac3ee66ed59d8daaaf8fde7c45a99400af1231cf9b76bdf,5.349230315536261
vt_h6_c1,10,FT_K3,0.8360655737704918,token_recall,0.2,eligible_body_tokens,answer_only,f32e506f48ac1952fac3ee66ed59d8daaaf8fde7c45a99400af1231cf9b76bdf,0.9812085628509521
vt_h6_c1,11,DT,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,bb3e331cde75d376c34c70a4036bc355f463266b139bb0c773122f7c83c1998f,1.232437390834093
vt_h6_c1,11,FT_K1,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,bb3e331cde75d376c34c70a4036bc355f463266b139bb0c773122f7c83c1998f,0.7744115963578224
vt_h6_c1,11,ifr-tokenwise,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,bb3e331cde75d376c34c70a4036bc355f463266b139bb0c773122f7c83c1998f,5.70250103995204
vt_h6_c1,11,FT_K3,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,bb3e331cde75d376c34c70a4036bc355f463266b139bb0c773122f7c83c1998f,1.1158756278455257
vt_h6_c1,12,DT,0.75,token_recall,0.2,eligible_body_tokens,answer_only,a3732f1257c40ce9d926efa6fb6f639ecfaedab8456333245f26f244f9c0cc68,1.2252289466559887
vt_h6_c1,12,FT_K1,0.859375,token_recall,0.2,eligible_body_tokens,answer_only,a3732f1257c40ce9d926efa6fb6f639ecfaedab8456333245f26f244f9c0cc68,0.815085843205452
vt_h6_c1,12,ifr-tokenwise,0.84375,token_recall,0.2,eligible_body_tokens,answer_only,a3732f1257c40ce9d926efa6fb6f639ecfaedab8456333245f26f244f9c0cc68,5.663938071578741
vt_h6_c1,12,FT_K3,0.859375,token_recall,0.2,eligible_body_tokens,answer_only,a3732f1257c40ce9d926efa6fb6f639ecfaedab8456333245f26f244f9c0cc68,1.161507774144411
vt_h6_c1,13,DT,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,f7e440a8a9c46dd79aa05c9ee5ff032fefdfb81352d7e84053b249eca8cba14f,1.228440947830677
vt_h6_c1,13,FT_K1,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,f7e440a8a9c46dd79aa05c9ee5ff032fefdfb81352d7e84053b249eca8cba14f,0.7378686219453812
vt_h6_c1,13,ifr-tokenwise,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,f7e440a8a9c46dd79aa05c9ee5ff032fefdfb81352d7e84053b249eca8cba14f,5.69561018422246
vt_h6_c1,13,FT_K3,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,f7e440a8a9c46dd79aa05c9ee5ff032fefdfb81352d7e84053b249eca8cba14f,1.0950195379555225
vt_h6_c1,14,DT,0.84375,token_recall,0.2,eligible_body_tokens,answer_only,9108ba3806c688c1da16f7b7538e0360132ec4a1b055761ba55a902ce2ce5226,1.2293420881032944
vt_h6_c1,14,FT_K1,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,9108ba3806c688c1da16f7b7538e0360132ec4a1b055761ba55a902ce2ce5226,0.8395869508385658
vt_h6_c1,14,ifr-tokenwise,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,9108ba3806c688c1da16f7b7538e0360132ec4a1b055761ba55a902ce2ce5226,5.673461385071278
vt_h6_c1,14,FT_K3,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,9108ba3806c688c1da16f7b7538e0360132ec4a1b055761ba55a902ce2ce5226,1.1740192770957947
vt_h6_c1,15,DT,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,14d20de426821d020a379f36c88ebfcc5852b9fbadc6a07dc44b259b83705cb6,1.2153757475316525
vt_h6_c1,15,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,14d20de426821d020a379f36c88ebfcc5852b9fbadc6a07dc44b259b83705cb6,0.8132366836071014
vt_h6_c1,15,ifr-tokenwise,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,14d20de426821d020a379f36c88ebfcc5852b9fbadc6a07dc44b259b83705cb6,5.637349031865597
vt_h6_c1,15,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,14d20de426821d020a379f36c88ebfcc5852b9fbadc6a07dc44b259b83705cb6,1.1503738462924957
vt_h6_c1,16,DT,0.803030303030303,token_recall,0.2,eligible_body_tokens,answer_only,49e31b92cb0860f4a7c51fcd0fed42f6be76df74cc9650e47400ae4a456b0485,1.232331957668066
vt_h6_c1,16,FT_K1,0.8484848484848485,token_recall,0.2,eligible_body_tokens,answer_only,49e31b92cb0860f4a7c51fcd0fed42f6be76df74cc9650e47400ae4a456b0485,0.8374584689736366
vt_h6_c1,16,ifr-tokenwise,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,49e31b92cb0860f4a7c51fcd0fed42f6be76df74cc9650e47400ae4a456b0485,5.780250679701567
vt_h6_c1,16,FT_K3,0.8484848484848485,token_recall,0.2,eligible_body_tokens,answer_only,49e31b92cb0860f4a7c51fcd0fed42f6be76df74cc9650e47400ae4a456b0485,1.180279202759266
vt_h6_c1,17,DT,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,e942b04594ceb1672b96e8cc33eed0f2c9254dc43d193737a1dbd5d179841d44,1.2206931374967098
vt_h6_c1,17,FT_K1,0.803030303030303,token_recall,0.2,eligible_body_tokens,answer_only,e942b04594ceb1672b96e8cc33eed0f2c9254dc43d193737a1dbd5d179841d44,0.7531767040491104
vt_h6_c1,17,ifr-tokenwise,0.803030303030303,token_recall,0.2,eligible_body_tokens,answer_only,e942b04594ceb1672b96e8cc33eed0f2c9254dc43d193737a1dbd5d179841d44,5.683672573417425
vt_h6_c1,17,FT_K3,0.7878787878787878,token_recall,0.2,eligible_body_tokens,answer_only,e942b04594ceb1672b96e8cc33eed0f2c9254dc43d193737a1dbd5d179841d44,1.0960909351706505
vt_h6_c1,18,DT,0.78125,token_recall,0.2,eligible_body_tokens,answer_only,ba432706f7af6370cef6433c61b7b386c3895b3d759a62bf0606794554abcff4,1.2319779954850674
vt_h6_c1,18,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,ba432706f7af6370cef6433c61b7b386c3895b3d759a62bf0606794554abcff4,0.7453839741647243
vt_h6_c1,18,ifr-tokenwise,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,ba432706f7af6370cef6433c61b7b386c3895b3d759a62bf0606794554abcff4,5.58855601772666
vt_h6_c1,18,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,ba432706f7af6370cef6433c61b7b386c3895b3d759a62bf0606794554abcff4,1.1007971540093422
vt_h6_c1,19,DT,0.8260869565217391,token_recall,0.2,eligible_body_tokens,answer_only,af4c2285184a8c1927954d3fd587fa96c70670a50f8f0be3f4f9988e11a63d90,1.2268787920475006
vt_h6_c1,19,FT_K1,0.8260869565217391,token_recall,0.2,eligible_body_tokens,answer_only,af4c2285184a8c1927954d3fd587fa96c70670a50f8f0be3f4f9988e11a63d90,0.8474467433989048
vt_h6_c1,19,ifr-tokenwise,0.8115942028985508,token_recall,0.2,eligible_body_tokens,answer_only,af4c2285184a8c1927954d3fd587fa96c70670a50f8f0be3f4f9988e11a63d90,6.00829030200839
vt_h6_c1,19,FT_K3,0.8260869565217391,token_recall,0.2,eligible_body_tokens,answer_only,af4c2285184a8c1927954d3fd587fa96c70670a50f8f0be3f4f9988e11a63d90,1.2007776461541653
vt_h6_c1,20,DT,0.8484848484848485,token_recall,0.2,eligible_body_tokens,answer_only,0bbf01a2386b3d93973ba16a73b9d079888e12e6fb085f8c5b92f7e6d6fb8770,1.2367954514920712
vt_h6_c1,20,FT_K1,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,0bbf01a2386b3d93973ba16a73b9d079888e12e6fb085f8c5b92f7e6d6fb8770,0.7694008126854897
vt_h6_c1,20,ifr-tokenwise,0.8484848484848485,token_recall,0.2,eligible_body_tokens,answer_only,0bbf01a2386b3d93973ba16a73b9d079888e12e6fb085f8c5b92f7e6d6fb8770,5.681336812674999
vt_h6_c1,20,FT_K3,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,0bbf01a2386b3d93973ba16a73b9d079888e12e6fb085f8c5b92f7e6d6fb8770,1.129603587090969
vt_h6_c1,21,DT,0.7878787878787878,token_recall,0.2,eligible_body_tokens,answer_only,669dc0a7613543c118964a1cbccf79f45b9b36fbbe91f28e011b053ab29c55f5,1.2242419309914112
vt_h6_c1,21,FT_K1,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,669dc0a7613543c118964a1cbccf79f45b9b36fbbe91f28e011b053ab29c55f5,0.756273478269577
vt_h6_c1,21,ifr-tokenwise,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,669dc0a7613543c118964a1cbccf79f45b9b36fbbe91f28e011b053ab29c55f5,5.696957997977734
vt_h6_c1,21,FT_K3,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,669dc0a7613543c118964a1cbccf79f45b9b36fbbe91f28e011b053ab29c55f5,1.0968503542244434
vt_h6_c1,22,DT,0.859375,token_recall,0.2,eligible_body_tokens,answer_only,4f492aad2d236cac63d6b0962ab0df864cdb347ea7e3f45ceb1138ff8bdb8385,1.2148279510438442
vt_h6_c1,22,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,4f492aad2d236cac63d6b0962ab0df864cdb347ea7e3f45ceb1138ff8bdb8385,0.820893794298172
vt_h6_c1,22,ifr-tokenwise,0.796875,token_recall,0.2,eligible_body_tokens,answer_only,4f492aad2d236cac63d6b0962ab0df864cdb347ea7e3f45ceb1138ff8bdb8385,5.640669129788876
vt_h6_c1,22,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,4f492aad2d236cac63d6b0962ab0df864cdb347ea7e3f45ceb1138ff8bdb8385,1.1677252762019634
vt_h6_c1,23,DT,0.8181818181818182,token_recall,0.2,eligible_body_tokens,answer_only,4b67f230548cc47ff9ca988f898ec60f437285331107580be363577e444e912a,1.2108001969754696
vt_h6_c1,23,FT_K1,0.8636363636363636,token_recall,0.2,eligible_body_tokens,answer_only,4b67f230548cc47ff9ca988f898ec60f437285331107580be363577e444e912a,0.8139205873012543
vt_h6_c1,23,ifr-tokenwise,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,4b67f230548cc47ff9ca988f898ec60f437285331107580be363577e444e912a,5.739057209342718
vt_h6_c1,23,FT_K3,0.8636363636363636,token_recall,0.2,eligible_body_tokens,answer_only,4b67f230548cc47ff9ca988f898ec60f437285331107580be363577e444e912a,1.1502328179776669
vt_h6_c1,24,DT,0.8405797101449275,token_recall,0.2,eligible_body_tokens,answer_only,88eb6e7e605cad354418e4683f88478a87dad4872c15f6fe26d9d2577f7b6196,1.2368940077722073
vt_h6_c1,24,FT_K1,0.8260869565217391,token_recall,0.2,eligible_body_tokens,answer_only,88eb6e7e605cad354418e4683f88478a87dad4872c15f6fe26d9d2577f7b6196,0.6767871156334877
vt_h6_c1,24,ifr-tokenwise,0.8115942028985508,token_recall,0.2,eligible_body_tokens,answer_only,88eb6e7e605cad354418e4683f88478a87dad4872c15f6fe26d9d2577f7b6196,5.82485880330205
vt_h6_c1,24,FT_K3,0.8260869565217391,token_recall,0.2,eligible_body_tokens,answer_only,88eb6e7e605cad354418e4683f88478a87dad4872c15f6fe26d9d2577f7b6196,1.0308139584958553
vt_h6_c1,25,DT,0.796875,token_recall,0.2,eligible_body_tokens,answer_only,87ce060cdd8eabc52e1040dc8e25dc682a277497c9322a429c83a1975fb6493f,1.2004069238901138
vt_h6_c1,25,FT_K1,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,87ce060cdd8eabc52e1040dc8e25dc682a277497c9322a429c83a1975fb6493f,0.7153857015073299
vt_h6_c1,25,ifr-tokenwise,0.8125,token_recall,0.2,eligible_body_tokens,answer_only,87ce060cdd8eabc52e1040dc8e25dc682a277497c9322a429c83a1975fb6493f,5.546235840767622
vt_h6_c1,25,FT_K3,0.828125,token_recall,0.2,eligible_body_tokens,answer_only,87ce060cdd8eabc52e1040dc8e25dc682a277497c9322a429c83a1975fb6493f,1.059490092098713
vt_h6_c1,26,DT,0.7941176470588235,token_recall,0.2,eligible_body_tokens,answer_only,d3d81f3ff34caf1c55ac1c708de454748953c6b261ad4ce4604503f643a30cce,1.227856058627367
vt_h6_c1,26,FT_K1,0.8088235294117647,token_recall,0.2,eligible_body_tokens,answer_only,d3d81f3ff34caf1c55ac1c708de454748953c6b261ad4ce4604503f643a30cce,0.7461617812514305
vt_h6_c1,26,ifr-tokenwise,0.8088235294117647,token_recall,0.2,eligible_body_tokens,answer_only,d3d81f3ff34caf1c55ac1c708de454748953c6b261ad4ce4604503f643a30cce,5.790139582008123
vt_h6_c1,26,FT_K3,0.8088235294117647,token_recall,0.2,eligible_body_tokens,answer_only,d3d81f3ff34caf1c55ac1c708de454748953c6b261ad4ce4604503f643a30cce,1.1055659092962742
vt_h6_c1,27,DT,0.7878787878787878,token_recall,0.2,eligible_body_tokens,answer_only,f8e70ba77819431e9ac56e5a6d3060d5439c7490fff908c96216c5ae20c016f3,1.2259718738496304
vt_h6_c1,27,FT_K1,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,f8e70ba77819431e9ac56e5a6d3060d5439c7490fff908c96216c5ae20c016f3,0.7569098845124245
vt_h6_c1,27,ifr-tokenwise,0.8333333333333334,token_recall,0.2,eligible_body_tokens,answer_only,f8e70ba77819431e9ac56e5a6d3060d5439c7490fff908c96216c5ae20c016f3,5.679437439888716
